"CED_NAME_2021","POA_CODE_2021","STATE_NAME_2021","Person","Dwelling","AREA_ALBERS_SQKM","poa_count","double_counted_POA","POA_Allocation","CED_CODE_2021"
"Blair","4300","Queensland",12173,4286,26.7934,16,2,0.177198422056276,"301"
"Blair","4301","Queensland",22552,7591,21.0142,16,2,0.618269547099463,"301"
"Blair","4303","Queensland",4187,1680,15.0708,16,1,1,"301"
"Blair","4304","Queensland",17837,7862,22.6958,16,1,1,"301"
"Blair","4305","Queensland",64213,26850,60.3332,16,2,0.997902032697209,"301"
"Blair","4306","Queensland",43005,15197,870.3147,16,3,0.977253101849748,"301"
"Blair","4307","Queensland",91,31,16.2726,16,2,0.0578512396694215,"301"
"Blair","4311","Queensland",8808,3675,687.0681,16,2,0.848146364949446,"301"
"Blair","4312","Queensland",2579,1475,868.739,16,1,1,"301"
"Blair","4313","Queensland",2305,1176,610.9469,16,1,1,"301"
"Blair","4314","Queensland",716,425,1308.9071,16,2,0.219027225451208,"301"
"Blair","4340","Queensland",5426,2280,419.5659,16,2,0.903881392637015,"301"
"Blair","4342","Queensland",6,0,2.7796,16,2,0.00222469410456062,"301"
"Blair","4346","Queensland",1013,413,25.4153,16,1,1,"301"
"Blair","4514","Queensland",536,246,127.3639,16,2,0.0623328293987673,"301"
"Blair","4515","Queensland",4454,1962,1384.4755,16,1,1,"301"
"Bonner","4025","Queensland",316,352,173.5972,16,1,1,"302"
"Bonner","4113","Queensland",3218,1472,1.6083,16,2,0.109036695693423,"302"
"Bonner","4121","Queensland",3976,1548,1.8318,16,3,0.152518316774713,"302"
"Bonner","4122","Queensland",45008,17639,19.7409,16,2,0.953014165625595,"302"
"Bonner","4123","Queensland",7671,2593,15.367,16,2,0.33493428808453,"302"
"Bonner","4152","Queensland",20073,7593,12.3175,16,2,0.421976497298661,"302"
"Bonner","4153","Queensland",4517,1603,9.7744,16,1,1,"302"
"Bonner","4154","Queensland",11464,3739,15.0372,16,1,1,"302"
"Bonner","4155","Queensland",1467,474,13.5401,16,1,1,"302"
"Bonner","4156","Queensland",3388,1080,31.9789,16,1,1,"302"
"Bonner","4170","Queensland",654,281,1.8025,16,2,0.0233229913341179,"302"
"Bonner","4172","Queensland",2874,1236,6.2603,16,2,0.580254391278013,"302"
"Bonner","4173","Queensland",8441,3457,8.8781,16,1,1,"302"
"Bonner","4174","Queensland",2849,1068,6.6961,16,1,1,"302"
"Bonner","4178","Queensland",26873,11172,46.046,16,2,1,"302"
"Bonner","4179","Queensland",20185,8057,9.2731,16,1,1,"302"
"Bowman","4157","Queensland",19762,7819,41.4597,11,1,1,"303"
"Bowman","4158","Queensland",3888,1722,2.6658,11,1,1,"303"
"Bowman","4159","Queensland",14800,5677,11.2731,11,1,1,"303"
"Bowman","4160","Queensland",19038,7269,14.7691,11,1,1,"303"
"Bowman","4161","Queensland",16457,6271,13.6902,11,1,1,"303"
"Bowman","4163","Queensland",15832,7247,11.7743,11,1,1,"303"
"Bowman","4164","Queensland",19260,6823,21.6475,11,1,1,"303"
"Bowman","4165","Queensland",39491,14954,102.7458,11,1,1,"303"
"Bowman","4178","Queensland",0,0,11.276,11,2,0,"303"
"Bowman","4183","Queensland",2168,1993,272.0174,11,1,1,"303"
"Bowman","4184","Queensland",8509,5454,33.8483,11,1,1,"303"
"Brisbane","4000","Queensland",20334,12141,3.6483,17,1,1,"304"
"Brisbane","4005","Queensland",17726,10080,2.7043,17,1,1,"304"
"Brisbane","4006","Queensland",24400,15754,5.4174,17,1,1,"304"
"Brisbane","4007","Queensland",15464,8304,5.3563,17,1,1,"304"
"Brisbane","4009","Queensland",0,0,2.0354,17,2,0,"304"
"Brisbane","4010","Queensland",3463,2077,1.3148,17,1,1,"304"
"Brisbane","4011","Queensland",15829,7279,5.2926,17,1,1,"304"
"Brisbane","4012","Queensland",0,0,0.2119,17,2,0,"304"
"Brisbane","4030","Queensland",18581,8794,5.838,17,1,1,"304"
"Brisbane","4031","Queensland",4377,1943,1.3337,17,2,0.305400502372314,"304"
"Brisbane","4051","Queensland",23633,9831,8.6094,17,2,0.79754994600432,"304"
"Brisbane","4053","Queensland",1717,963,1.9999,17,4,0.0360949357775022,"304"
"Brisbane","4059","Queensland",13707,6225,3.3042,17,1,1,"304"
"Brisbane","4060","Queensland",9867,3845,3.7198,17,2,0.734862590303121,"304"
"Brisbane","4064","Queensland",11492,5420,3.4078,17,2,0.945143515091702,"304"
"Brisbane","4065","Queensland",2564,952,0.8256,17,2,0.251446503873688,"304"
"Brisbane","4066","Queensland",63,25,0.0159,17,2,0.00339366515837104,"304"
"Capricornia","4700","Queensland",17224,8238,84.8731,27,2,0.994055520286258,"305"
"Capricornia","4701","Queensland",43783,18759,466.2008,27,1,1,"305"
"Capricornia","4702","Queensland",7554,2862,6542.3611,27,2,0.25277740596975,"305"
"Capricornia","4703","Queensland",25152,11638,1227.6685,27,1,1,"305"
"Capricornia","4704","Queensland",130,72,98.0086,27,1,1,"305"
"Capricornia","4705","Queensland",399,298,8543.109,27,1,1,"305"
"Capricornia","4706","Queensland",71,60,1440.7934,27,1,1,"305"
"Capricornia","4707","Queensland",250,211,2983.4314,27,1,1,"305"
"Capricornia","4710","Queensland",5091,2596,33.455,27,1,1,"305"
"Capricornia","4711","Queensland",1796,606,63.8306,27,1,1,"305"
"Capricornia","4721","Queensland",3898,2034,27669.8883,27,2,0.983102143757881,"305"
"Capricornia","4737","Queensland",8292,3685,940.5324,27,1,1,"305"
"Capricornia","4738","Queensland",1155,631,1033.9906,27,1,1,"305"
"Capricornia","4739","Queensland",350,221,475.4337,27,1,1,"305"
"Capricornia","4740","Queensland",10166,4289,405.1675,27,2,0.11893536121673,"305"
"Capricornia","4741","Queensland",3387,1397,3166.1173,27,3,0.461067247481623,"305"
"Capricornia","4742","Queensland",1183,514,8809.537,27,1,1,"305"
"Capricornia","4743","Queensland",568,430,1626.6802,27,1,1,"305"
"Capricornia","4744","Queensland",9429,4090,3046.6387,27,1,1,"305"
"Capricornia","4745","Queensland",2905,1621,3446.689,27,1,1,"305"
"Capricornia","4746","Queensland",1990,975,2054.3653,27,1,1,"305"
"Capricornia","4751","Queensland",4674,1817,109.2039,27,1,1,"305"
"Capricornia","4753","Queensland",4657,1612,135.8943,27,1,1,"305"
"Capricornia","4754","Queensland",2507,907,547.8642,27,1,1,"305"
"Capricornia","4756","Queensland",643,353,195.3173,27,1,1,"305"
"Capricornia","4757","Queensland",370,236,833.4849,27,1,1,"305"
"Capricornia","4804","Queensland",2116,1287,14258.7347,27,1,1,"305"
"Dawson","4740","Queensland",75309,32409,474.0105,16,2,0.88106463878327,"306"
"Dawson","4741","Queensland",3959,1967,1009.3015,16,3,0.538932752518377,"306"
"Dawson","4750","Queensland",6045,2393,17.6773,16,1,1,"306"
"Dawson","4798","Queensland",684,400,294.4336,16,1,1,"306"
"Dawson","4799","Queensland",969,598,463.6011,16,1,1,"306"
"Dawson","4800","Queensland",10118,4787,2435.9895,16,1,1,"306"
"Dawson","4802","Queensland",13391,6261,287.6029,16,1,1,"306"
"Dawson","4805","Queensland",11640,5872,6858.7645,16,1,1,"306"
"Dawson","4806","Queensland",3765,1922,1315.7679,16,1,1,"306"
"Dawson","4807","Queensland",10559,5097,645.4408,16,2,0.982323937110429,"306"
"Dawson","4808","Queensland",1119,492,203.2156,16,1,1,"306"
"Dawson","4809","Queensland",969,588,1004.5192,16,2,0.995889003083248,"306"
"Dawson","4810","Queensland",128,56,224.7826,16,2,0.00588370489542634,"306"
"Dawson","4811","Queensland",12831,5254,70.3592,16,3,0.937870038739858,"306"
"Dawson","4814","Queensland",8361,2998,6.8402,16,2,0.181115154665973,"306"
"Dawson","4816","Queensland",2209,1214,187.7437,16,3,0.238965815664215,"306"
"Dickson","4035","Queensland",21274,7672,12.6519,11,3,0.778696925329429,"307"
"Dickson","4037","Queensland",7849,2540,9.1057,11,1,1,"307"
"Dickson","4053","Queensland",8003,3041,3.8517,11,4,0.168239820050873,"307"
"Dickson","4054","Queensland",6966,2640,3.6544,11,2,0.498425872925014,"307"
"Dickson","4055","Queensland",10690,3839,24.7866,11,2,0.477744011440829,"307"
"Dickson","4500","Queensland",45661,16707,86.5893,11,1,1,"307"
"Dickson","4501","Queensland",5929,2523,8.1316,11,1,1,"307"
"Dickson","4502","Queensland",8714,3386,6.6035,11,1,1,"307"
"Dickson","4503","Queensland",26075,10496,73.3909,11,3,0.497804505536464,"307"
"Dickson","4520","Queensland",13833,4760,294.6297,11,2,0.99762007788836,"307"
"Dickson","4521","Queensland",4598,1734,200.9095,11,2,0.885422684382823,"307"
"Fadden","4207","Queensland",1935,817,73.1213,10,3,0.028260139329059,"308"
"Fadden","4208","Queensland",13382,4620,105.9814,10,2,0.54844262295082,"308"
"Fadden","4209","Queensland",40610,13987,81.2947,10,2,0.546626823884133,"308"
"Fadden","4210","Queensland",9089,3497,9.1789,10,3,0.401298070554991,"308"
"Fadden","4211","Queensland",17386,5830,15.8349,10,3,0.27845222460681,"308"
"Fadden","4212","Queensland",33446,13622,34.1514,10,1,1,"308"
"Fadden","4214","Queensland",20025,7261,15.9442,10,2,0.514715332219509,"308"
"Fadden","4215","Queensland",19049,9733,5.188,10,2,0.343410852713178,"308"
"Fadden","4216","Queensland",39761,19772,47.5149,10,1,1,"308"
"Fadden","4217","Queensland",5,5,0.3252,10,2,0.000110668437361664,"308"
"Fairfax","4556","Queensland",35332,14614,49.1471,11,2,0.749369021612335,"309"
"Fairfax","4557","Queensland",11926,4402,7.368,11,2,0.593274301064571,"309"
"Fairfax","4558","Queensland",23296,12401,14.9241,11,1,1,"309"
"Fairfax","4559","Queensland",6624,2552,30.669,11,2,0.888650389052858,"309"
"Fairfax","4560","Queensland",35622,14787,200.0585,11,2,0.970071621143215,"309"
"Fairfax","4561","Queensland",8635,3181,117.3999,11,1,1,"309"
"Fairfax","4562","Queensland",7673,2975,193.0268,11,2,0.873818471700262,"309"
"Fairfax","4564","Queensland",11639,5548,24.551,11,1,1,"309"
"Fairfax","4572","Queensland",617,370,0.1439,11,2,0.146173892442549,"309"
"Fairfax","4573","Queensland",26744,11654,41.3499,11,2,0.851936799184506,"309"
"Fairfax","4574","Queensland",1269,602,325.3465,11,3,0.883704735376045,"309"
"Fisher","4517","Queensland",937,412,80.4126,16,2,1,"310"
"Fisher","4518","Queensland",5582,2115,72.4139,16,1,1,"310"
"Fisher","4519","Queensland",9460,3695,202.0281,16,1,1,"310"
"Fisher","4550","Queensland",4895,1938,69.6787,16,1,1,"310"
"Fisher","4551","Queensland",68355,31127,95.279,16,1,1,"310"
"Fisher","4552","Queensland",8881,4361,436.4897,16,2,0.985682574916759,"310"
"Fisher","4553","Queensland",10757,3797,65.364,16,1,1,"310"
"Fisher","4554","Queensland",2018,726,37.3254,16,1,1,"310"
"Fisher","4555","Queensland",7729,2937,49.2911,16,1,1,"310"
"Fisher","4556","Queensland",11817,4303,22.3177,16,2,0.250630978387665,"310"
"Fisher","4557","Queensland",8176,4775,3.9974,16,2,0.406725698935429,"310"
"Fisher","4559","Queensland",830,289,10.4882,16,2,0.111349610947142,"310"
"Fisher","4560","Queensland",1099,539,18.1045,16,2,0.0299283788567849,"310"
"Fisher","4572","Queensland",3604,2155,1.3596,16,2,0.853826107557451,"310"
"Fisher","4574","Queensland",47,20,16.9158,16,3,0.0327298050139276,"310"
"Fisher","4575","Queensland",27972,12390,17.8273,16,1,1,"310"
"Flynn","4419","Queensland",56,22,1438.7744,44,2,0.0513290559120073,"311"
"Flynn","4420","Queensland",1202,621,9673.2531,44,2,0.975649350649351,"311"
"Flynn","4454","Queensland",57,8,1329.3399,44,2,0.0787292817679558,"311"
"Flynn","4605","Queensland",26,12,15.8796,44,2,0.00540990428630878,"311"
"Flynn","4606","Queensland",2408,1210,250.7621,44,1,1,"311"
"Flynn","4608","Queensland",605,335,346.9189,44,2,0.655471289274106,"311"
"Flynn","4610","Queensland",485,295,571.2797,44,2,0.031912093696539,"311"
"Flynn","4611","Queensland",127,65,42.5772,44,1,1,"311"
"Flynn","4612","Queensland",260,139,599.5949,44,1,1,"311"
"Flynn","4613","Queensland",885,506,1749.936,44,1,1,"311"
"Flynn","4621","Queensland",1711,907,1314.9412,44,2,0.951083935519733,"311"
"Flynn","4625","Queensland",2689,1392,3244.3289,44,1,1,"311"
"Flynn","4626","Queensland",2006,1069,3954.0831,44,1,1,"311"
"Flynn","4627","Queensland",848,457,4801.087,44,1,1,"311"
"Flynn","4630","Queensland",2331,1298,5561.7434,44,1,1,"311"
"Flynn","4670","Queensland",10462,4534,1006.5197,44,2,0.123614622964766,"311"
"Flynn","4671","Queensland",5933,3091,3420.7212,44,2,0.943243243243243,"311"
"Flynn","4673","Queensland",672,336,304.3716,44,1,1,"311"
"Flynn","4674","Queensland",1594,946,1078.1463,44,1,1,"311"
"Flynn","4676","Queensland",171,105,647.6431,44,1,1,"311"
"Flynn","4677","Queensland",4190,2909,1423.5285,44,1,1,"311"
"Flynn","4678","Queensland",819,591,642.7085,44,1,1,"311"
"Flynn","4680","Queensland",55388,24643,4993.763,44,1,1,"311"
"Flynn","4694","Queensland",115,48,277.6657,44,1,1,"311"
"Flynn","4695","Queensland",1123,508,843.5075,44,1,1,"311"
"Flynn","4697","Queensland",141,70,596.5489,44,1,1,"311"
"Flynn","4699","Queensland",460,195,895.1947,44,1,1,"311"
"Flynn","4700","Queensland",103,43,29.7827,44,2,0.00594447971374156,"311"
"Flynn","4702","Queensland",22330,10332,41191.1395,44,2,0.74722259403025,"311"
"Flynn","4709","Queensland",749,503,11.4711,44,1,1,"311"
"Flynn","4712","Queensland",261,172,626.4256,44,1,1,"311"
"Flynn","4713","Queensland",1019,312,219.5151,44,1,1,"311"
"Flynn","4714","Queensland",2943,1651,490.6655,44,1,1,"311"
"Flynn","4715","Queensland",7067,3316,2772.4575,44,1,1,"311"
"Flynn","4716","Queensland",815,396,1269.4858,44,1,1,"311"
"Flynn","4717","Queensland",4718,2515,657.3194,44,1,1,"311"
"Flynn","4718","Queensland",2576,1381,5866.149,44,1,1,"311"
"Flynn","4719","Queensland",1100,604,4044.5465,44,1,1,"311"
"Flynn","4720","Queensland",15045,6663,5368.1456,44,1,1,"311"
"Flynn","4721","Queensland",67,33,1869.2301,44,2,0.0168978562421185,"311"
"Flynn","4722","Queensland",1637,719,11273.0478,44,1,1,"311"
"Flynn","4723","Queensland",1619,756,5650.529,44,1,1,"311"
"Flynn","4741","Queensland",0,0,0.6132,44,3,0,"311"
"Flynn","4871","Queensland",46,17,486.7803,44,3,0.00426636987571879,"311"
"Forde","4118","Queensland",0,0,0.6496,14,3,0,"312"
"Forde","4124","Queensland",10689,3898,15.1542,14,2,0.456872969738417,"312"
"Forde","4125","Queensland",11432,4428,32.1114,14,2,0.88688906128782,"312"
"Forde","4128","Queensland",16862,6088,12.0685,14,2,0.993518736742871,"312"
"Forde","4129","Queensland",6746,2455,8.8171,14,1,1,"312"
"Forde","4130","Queensland",9153,3216,37.9606,14,1,1,"312"
"Forde","4131","Queensland",10583,3919,6.8242,14,2,0.896256775067751,"312"
"Forde","4133","Queensland",22420,8397,47.886,14,1,1,"312"
"Forde","4205","Queensland",6359,2822,5.8367,14,1,1,"312"
"Forde","4207","Queensland",50540,20331,135.3127,14,3,0.738122708884053,"312"
"Forde","4208","Queensland",11018,3593,35.6174,14,2,0.45155737704918,"312"
"Forde","4209","Queensland",33682,11351,49.9239,14,2,0.453373176115867,"312"
"Forde","4210","Queensland",3633,1151,24.8219,14,3,0.160404432866793,"312"
"Forde","4280","Queensland",239,87,3.99,14,2,0.0112539435890192,"312"
"Griffith","4101","Queensland",35212,18562,5.1012,11,1,1,"313"
"Griffith","4102","Queensland",10809,5113,3.428,11,1,1,"313"
"Griffith","4120","Queensland",10368,5128,2.9846,11,1,1,"313"
"Griffith","4121","Queensland",11042,4530,4.0139,11,3,0.423568222793356,"313"
"Griffith","4122","Queensland",2219,755,1.3175,11,2,0.0469858343744045,"313"
"Griffith","4151","Queensland",18164,8490,5.3272,11,1,1,"313"
"Griffith","4152","Queensland",27496,11171,10.8572,11,2,0.578023502701339,"313"
"Griffith","4169","Queensland",15857,9117,3.1983,11,1,1,"313"
"Griffith","4170","Queensland",27387,11685,11.0187,11,2,0.976677008665882,"313"
"Griffith","4171","Queensland",16911,7166,4.7536,11,1,1,"313"
"Griffith","4172","Queensland",2079,770,2.1982,11,2,0.419745608721987,"313"
"Groom","4350","Queensland",115236,50464,313.3986,17,1,1,"314"
"Groom","4352","Queensland",24458,8835,936.177,17,3,0.786607918180941,"314"
"Groom","4353","Queensland",155,59,38.4195,17,2,0.450581395348837,"314"
"Groom","4354","Queensland",1283,513,158.3554,17,1,1,"314"
"Groom","4355","Queensland",14,9,10.0796,17,2,0.00499108734402852,"314"
"Groom","4356","Queensland",5209,2149,1046.9675,17,1,1,"314"
"Groom","4358","Queensland",2837,1194,332.0112,17,2,0.963982330954808,"314"
"Groom","4359","Queensland",1369,567,278.5293,17,2,0.991310644460536,"314"
"Groom","4360","Queensland",161,60,43.6395,17,2,0.265676567656766,"314"
"Groom","4363","Queensland",629,248,65.7959,17,1,1,"314"
"Groom","4364","Queensland",173,83,150.6826,17,1,1,"314"
"Groom","4400","Queensland",2170,796,45.6179,17,1,1,"314"
"Groom","4401","Queensland",5836,2392,657.2754,17,1,1,"314"
"Groom","4403","Queensland",868,357,591.6033,17,1,1,"314"
"Groom","4404","Queensland",383,184,539.13,17,2,0.811440677966102,"314"
"Groom","4405","Queensland",62,18,95.5596,17,2,0.00432598381244767,"314"
"Groom","4407","Queensland",91,38,267.3464,17,2,0.184584178498986,"314"
"Herbert","4810","Queensland",21627,12349,64.8875,9,2,0.994116295104574,"315"
"Herbert","4811","Queensland",0,0,9.8248,9,3,0,"315"
"Herbert","4812","Queensland",19095,9622,13.2728,9,1,1,"315"
"Herbert","4814","Queensland",37803,15077,53.1359,9,2,0.818884845334027,"315"
"Herbert","4815","Queensland",21201,8407,26.8318,9,2,0.988944864259726,"315"
"Herbert","4816","Queensland",2134,571,91.4093,9,3,0.230852444829078,"315"
"Herbert","4817","Queensland",27744,10958,172.304,9,2,0.902273244658363,"315"
"Herbert","4818","Queensland",31968,12219,537.4411,9,1,1,"315"
"Herbert","4819","Queensland",2457,1760,51.1523,9,1,1,"315"
"Hinkler","4650","Queensland",913,424,493.061,7,2,0.0261462241186746,"316"
"Hinkler","4655","Queensland",66797,31195,374.0839,7,2,1,"316"
"Hinkler","4659","Queensland",5366,2969,301.2547,7,1,1,"316"
"Hinkler","4660","Queensland",8067,4637,1489.8297,7,1,1,"316"
"Hinkler","4662","Queensland",832,334,29.3873,7,1,1,"316"
"Hinkler","4670","Queensland",74172,33659,775.3528,7,2,0.876385377035234,"316"
"Hinkler","4671","Queensland",357,174,353.4463,7,2,0.0567567567567568,"316"
"Kennedy","4807","Queensland",190,132,1779.5159,43,2,0.0176760628895711,"317"
"Kennedy","4809","Queensland",4,4,10.9362,43,2,0.00411099691675231,"317"
"Kennedy","4811","Queensland",850,305,86.1519,43,3,0.0621299612601418,"317"
"Kennedy","4815","Queensland",237,65,647.2215,43,2,0.0110551357402743,"317"
"Kennedy","4816","Queensland",4901,2994,46760.3809,43,3,0.530181739506707,"317"
"Kennedy","4817","Queensland",3005,1100,568.4412,43,2,0.0977267553416371,"317"
"Kennedy","4820","Queensland",10742,5278,36171.38,43,1,1,"317"
"Kennedy","4821","Queensland",1454,949,35113.9374,43,1,1,"317"
"Kennedy","4822","Queensland",783,444,32122.5539,43,1,1,"317"
"Kennedy","4823","Queensland",962,567,63940.8754,43,2,0.993801652892562,"317"
"Kennedy","4824","Queensland",3378,2015,31688.0872,43,1,1,"317"
"Kennedy","4825","Queensland",18858,9033,79928.6786,43,2,0.97917856586531,"317"
"Kennedy","4828","Queensland",247,217,9524.7262,43,1,1,"317"
"Kennedy","4829","Queensland",371,286,31852.0232,43,2,0.714836223506744,"317"
"Kennedy","4830","Queensland",1742,804,31652.2941,43,1,1,"317"
"Kennedy","4849","Queensland",1381,984,1094.6869,43,1,1,"317"
"Kennedy","4850","Queensland",10907,6007,7383.9733,43,1,1,"317"
"Kennedy","4852","Queensland",4086,2633,118.0451,43,1,1,"317"
"Kennedy","4854","Queensland",5517,2661,1722.9976,43,1,1,"317"
"Kennedy","4855","Queensland",808,383,376.0562,43,1,1,"317"
"Kennedy","4856","Queensland",724,338,117.0087,43,1,1,"317"
"Kennedy","4858","Queensland",1526,721,75.1584,43,1,1,"317"
"Kennedy","4859","Queensland",525,235,19.2955,43,1,1,"317"
"Kennedy","4860","Queensland",11323,5269,1278.1364,43,1,1,"317"
"Kennedy","4861","Queensland",1538,772,118.9753,43,1,1,"317"
"Kennedy","4865","Queensland",8616,3343,191.8984,43,1,1,"317"
"Kennedy","4868","Queensland",14,5,1.3171,43,2,0.000611620795107034,"317"
"Kennedy","4869","Queensland",20605,7460,67.7783,43,1,1,"317"
"Kennedy","4870","Queensland",0,0,150.1202,43,2,0,"317"
"Kennedy","4871","Queensland",10365,5264,79412.802,43,3,0.961324429604897,"317"
"Kennedy","4872","Queensland",4258,2364,12709.6818,43,1,1,"317"
"Kennedy","4880","Queensland",14335,5940,1321.1451,43,1,1,"317"
"Kennedy","4881","Queensland",201,84,201.4386,43,2,0.0416925948973242,"317"
"Kennedy","4882","Queensland",3172,1343,85.2742,43,1,1,"317"
"Kennedy","4883","Queensland",8900,4388,293.1266,43,1,1,"317"
"Kennedy","4884","Queensland",1894,1068,192.8644,43,1,1,"317"
"Kennedy","4885","Queensland",3995,1859,319.4621,43,1,1,"317"
"Kennedy","4886","Queensland",970,532,253.0866,43,1,1,"317"
"Kennedy","4887","Queensland",2107,1052,1198.6445,43,1,1,"317"
"Kennedy","4888","Queensland",2752,1531,559.1771,43,1,1,"317"
"Kennedy","4890","Queensland",1442,719,15793.1977,43,1,1,"317"
"Kennedy","4891","Queensland",482,842,134.4548,43,1,1,"317"
"Kennedy","4892","Queensland",1105,453,39295.2329,43,2,0.207941287165977,"317"
"Leichhardt","4868","Queensland",22876,9344,25.2213,13,2,0.999388379204893,"318"
"Leichhardt","4870","Queensland",73764,33183,181.291,13,2,1,"318"
"Leichhardt","4871","Queensland",371,206,6959.4431,13,3,0.0344092005193842,"318"
"Leichhardt","4873","Queensland",6745,3539,1562.4059,13,1,1,"318"
"Leichhardt","4874","Queensland",5589,2509,24319.9506,13,1,1,"318"
"Leichhardt","4875","Queensland",7535,2596,851.0942,13,1,1,"318"
"Leichhardt","4876","Queensland",2800,1212,1340.127,13,1,1,"318"
"Leichhardt","4877","Queensland",5474,3343,164.874,13,1,1,"318"
"Leichhardt","4878","Queensland",14993,6807,50.5096,13,1,1,"318"
"Leichhardt","4879","Queensland",21887,10353,24.5179,13,1,1,"318"
"Leichhardt","4881","Queensland",4620,2099,389.8796,13,2,0.958307405102676,"318"
"Leichhardt","4892","Queensland",4209,1776,104081.8929,13,2,0.792058712834023,"318"
"Leichhardt","4895","Queensland",4573,2593,9277.2547,13,1,1,"318"
"Lilley","4008","Queensland",375,165,46.0443,12,1,1,"319"
"Lilley","4009","Queensland",5,0,3.492,12,2,1,"319"
"Lilley","4012","Queensland",23465,11079,7.6333,12,2,1,"319"
"Lilley","4013","Queensland",4866,2188,3.252,12,1,1,"319"
"Lilley","4014","Queensland",13185,5045,16.6493,12,1,1,"319"
"Lilley","4017","Queensland",20239,8479,13.6552,12,2,0.536914710173763,"319"
"Lilley","4018","Queensland",7784,3256,3.0591,12,2,0.552958727001492,"319"
"Lilley","4031","Queensland",9955,4406,3.4384,12,2,0.694599497627686,"319"
"Lilley","4032","Queensland",18368,8745,7.5078,12,1,1,"319"
"Lilley","4034","Queensland",33445,13816,22.8186,12,2,0.715967717765932,"319"
"Lilley","4035","Queensland",1220,430,0.6373,12,3,0.0446559297218155,"319"
"Lilley","4053","Queensland",28594,11935,12.3881,12,4,0.601105762156026,"319"
"Longman","4503","Queensland",14044,5490,9.4752,13,3,0.268117602138221,"320"
"Longman","4504","Queensland",20874,6855,37.7086,13,2,1,"320"
"Longman","4505","Queensland",23006,8328,43.8522,13,2,0.880679860659189,"320"
"Longman","4506","Queensland",25332,9694,59.3066,13,1,1,"320"
"Longman","4507","Queensland",20594,11332,145.3506,13,1,1,"320"
"Longman","4510","Queensland",55896,22468,218.4311,13,1,1,"320"
"Longman","4511","Queensland",9924,4286,36.5017,13,1,1,"320"
"Longman","4512","Queensland",3656,1244,102.1152,13,1,1,"320"
"Longman","4514","Queensland",8063,2618,384.6228,13,2,0.937667170601233,"320"
"Longman","4516","Queensland",4274,1404,101.1794,13,1,1,"320"
"Longman","4517","Queensland",0,0,0.3616,13,2,0,"320"
"Longman","4521","Queensland",595,294,87.3187,13,2,0.114577315617177,"320"
"Longman","4552","Queensland",129,60,19.3365,13,2,0.0143174250832408,"320"
"Maranoa","2406","Queensland",124,70,1081.3046,98,2,0.177142857142857,"321"
"Maranoa","4314","Queensland",2553,1476,479.7824,98,2,0.780972774548792,"321"
"Maranoa","4352","Queensland",1987,985,2702.1544,98,3,0.0639050590164989,"321"
"Maranoa","4353","Queensland",189,93,60.8195,98,2,0.549418604651163,"321"
"Maranoa","4355","Queensland",2791,1358,790.0019,98,2,0.995008912655971,"321"
"Maranoa","4357","Queensland",2514,1282,2814.8804,98,1,1,"321"
"Maranoa","4358","Queensland",106,49,93.5325,98,2,0.036017669045192,"321"
"Maranoa","4360","Queensland",445,198,44.5123,98,2,0.734323432343234,"321"
"Maranoa","4361","Queensland",2693,1178,717.4344,98,1,1,"321"
"Maranoa","4362","Queensland",2620,1245,513.8108,98,1,1,"321"
"Maranoa","4365","Queensland",589,347,317.4793,98,1,1,"321"
"Maranoa","4370","Queensland",19205,8862,2237.0641,98,1,1,"321"
"Maranoa","4371","Queensland",703,334,330.9843,98,1,1,"321"
"Maranoa","4372","Queensland",142,80,32.465,98,1,1,"321"
"Maranoa","4373","Queensland",985,499,163.8306,98,1,1,"321"
"Maranoa","4374","Queensland",403,229,476.1009,98,1,1,"321"
"Maranoa","4375","Queensland",201,100,17.5104,98,2,0.909502262443439,"321"
"Maranoa","4376","Queensland",349,164,13.4384,98,1,1,"321"
"Maranoa","4377","Queensland",530,238,25.0261,98,2,0.857605177993528,"321"
"Maranoa","4378","Queensland",574,235,46.7077,98,1,1,"321"
"Maranoa","4380","Queensland",7954,4080,1870.7869,98,2,0.982703236965654,"321"
"Maranoa","4381","Queensland",690,341,70.205,98,1,1,"321"
"Maranoa","4382","Queensland",457,273,551.1208,98,1,1,"321"
"Maranoa","4383","Queensland",440,257,35.4738,98,2,0.722495894909688,"321"
"Maranoa","4384","Queensland",49,25,203.5414,98,1,1,"321"
"Maranoa","4385","Queensland",1101,611,1418.1085,98,2,0.944253859348199,"321"
"Maranoa","4387","Queensland",1349,699,3104.9418,98,1,1,"321"
"Maranoa","4388","Queensland",349,165,702.1752,98,1,1,"321"
"Maranoa","4390","Queensland",6745,2962,5343.7485,98,1,1,"321"
"Maranoa","4402","Queensland",288,163,229.0592,98,1,1,"321"
"Maranoa","4404","Queensland",89,28,74.0759,98,2,0.188559322033898,"321"
"Maranoa","4405","Queensland",14270,6258,2834.0319,98,2,0.995674016187552,"321"
"Maranoa","4406","Queensland",1711,790,8396.3705,98,1,1,"321"
"Maranoa","4407","Queensland",402,191,1029.6344,98,2,0.815415821501014,"321"
"Maranoa","4408","Queensland",538,267,489.1868,98,1,1,"321"
"Maranoa","4410","Queensland",1159,618,926.1488,98,1,1,"321"
"Maranoa","4411","Queensland",295,157,433.7235,98,1,1,"321"
"Maranoa","4412","Queensland",203,112,343.0478,98,1,1,"321"
"Maranoa","4413","Queensland",8688,3968,8030.7476,98,1,1,"321"
